source,status,generated_at,expected_history,expected_history_present,latest_sha256,history_sha256,hashes_match,history_count,newest_history,error
bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T02:33:37Z,bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T023337Z.json,True,66374128777f9956b12d7f76839e31e009b9edd03ffabc255fc4a03bc757dfc7,66374128777f9956b12d7f76839e31e009b9edd03ffabc255fc4a03bc757dfc7,True,1,bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T023337Z.json,
bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T03:52:03Z,bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T035203Z.json,True,2c9f85b7857004f141c0cd6536fd7f2126f476f8caafec1db6768cd906ed0a53,2c9f85b7857004f141c0cd6536fd7f2126f476f8caafec1db6768cd906ed0a53,True,1,bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T035203Z.json,
bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T03:52:04Z,bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T035204Z.json,True,d3e30ba7acdc3c6dccf331d4882cce8e6ecbc87eedf297612aa639fb3593274e,d3e30ba7acdc3c6dccf331d4882cce8e6ecbc87eedf297612aa639fb3593274e,True,1,bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T035204Z.json,
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T06:20:14Z,bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T062014Z.json,True,871ac4bb5c0e4bebc4e0c607810385ab67a28d854c8bc484b27ad717b3bf033a,871ac4bb5c0e4bebc4e0c607810385ab67a28d854c8bc484b27ad717b3bf033a,True,1,bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T062014Z.json,
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T06:20:15Z,bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T062015Z.json,True,8b327b4c253f9d4d29fa123865692e429338f13df190bcf0c5ee63bc850e8380,8b327b4c253f9d4d29fa123865692e429338f13df190bcf0c5ee63bc850e8380,True,1,bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T062015Z.json,
bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T10:56:13Z,bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T105613Z.json,True,fd4f002489897fb548608ef6a6a0cbabcdec141102494642692b605fe272bb85,fd4f002489897fb548608ef6a6a0cbabcdec141102494642692b605fe272bb85,True,1,bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T105613Z.json,
bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T10:56:14Z,bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T105614Z.json,True,23a957087093ce9295b4d21530889371acdcc07397a22956bd8f432488345998,23a957087093ce9295b4d21530889371acdcc07397a22956bd8f432488345998,True,1,bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T105614Z.json,
bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T13:27:18Z,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T132718Z.json,True,9f1a1a361b17ba20f56fcd8705ac563930fc6ccbdfc7ba059b145758992da3a1,9f1a1a361b17ba20f56fcd8705ac563930fc6ccbdfc7ba059b145758992da3a1,True,1,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T132718Z.json,
bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T13:27:24Z,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T132724Z.json,True,60f984d122d4e426d0acc192b2b489a5030f34822e613b0d0af70d89de7becab,60f984d122d4e426d0acc192b2b489a5030f34822e613b0d0af70d89de7becab,True,1,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T132724Z.json,
bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T13:35:53Z,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T133553Z.json,True,2248fbb5889644c9df47072ab79b1ed2d043a76d546f619967cdcc4804cdca61,2248fbb5889644c9df47072ab79b1ed2d043a76d546f619967cdcc4804cdca61,True,1,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T133553Z.json,
bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T13:35:54Z,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T133554Z.json,True,bbe313a4d1a936b7db6102bba5f391e1a2abd569e49981d13e686c9be0a658eb,bbe313a4d1a936b7db6102bba5f391e1a2abd569e49981d13e686c9be0a658eb,True,1,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T133554Z.json,
bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T14:39:38Z,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T143938Z.json,True,d6ddf49db6560b3b57aa283170b01aba16eb167a4b92d2e32b51acd353e1b3f3,d6ddf49db6560b3b57aa283170b01aba16eb167a4b92d2e32b51acd353e1b3f3,True,1,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T143938Z.json,
bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T14:39:40Z,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T143940Z.json,True,2891cd69acf9954eaad74e2521fd9eff610a187ab507976dc2dcab6784afccf1,2891cd69acf9954eaad74e2521fd9eff610a187ab507976dc2dcab6784afccf1,True,1,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T143940Z.json,
bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T14:49:09Z,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T144909Z.json,True,ad7cb58485926e7fd80b33c7b78ef107a7c4057c068819eef3bd1530332bab14,ad7cb58485926e7fd80b33c7b78ef107a7c4057c068819eef3bd1530332bab14,True,1,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T144909Z.json,
bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T14:49:09Z,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T144909Z.json,True,ad0f3603c206b1a30a2ee9ee6b3794a92fcd41cfb3b8b64f8f6b7a90cf534da6,ad0f3603c206b1a30a2ee9ee6b3794a92fcd41cfb3b8b64f8f6b7a90cf534da6,True,1,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T144909Z.json,
bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:06:11Z,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T150611Z.json,True,f0c5d8689c476eade14f9bd5fb807c4769ecad817b040ee4f840df468b76206d,f0c5d8689c476eade14f9bd5fb807c4769ecad817b040ee4f840df468b76206d,True,1,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T150611Z.json,
bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:06:13Z,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T150613Z.json,True,7389eb20c7ae2d33dd84fa6c53e7f9bbdb0c881e7ac545a7ee768268af726b8b,7389eb20c7ae2d33dd84fa6c53e7f9bbdb0c881e7ac545a7ee768268af726b8b,True,1,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T150613Z.json,
bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:20:31Z,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T152031Z.json,True,5f24b77eabf549516265ee68466ebbb7b47213621a3444580ae4236bd7068cca,5f24b77eabf549516265ee68466ebbb7b47213621a3444580ae4236bd7068cca,True,1,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T152031Z.json,
bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:20:32Z,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T152032Z.json,True,270a1cf882200161bb7407a72ca64e8160c6bcddebe810e96c421e653c90f171,270a1cf882200161bb7407a72ca64e8160c6bcddebe810e96c421e653c90f171,True,1,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T152032Z.json,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T17:27:55Z,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T172755Z.json,True,393474698a4e9c6faee48b294f76236365d08496fb89c8dc2d4d8fdce157b159,393474698a4e9c6faee48b294f76236365d08496fb89c8dc2d4d8fdce157b159,True,1,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T172755Z.json,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T17:27:56Z,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T172756Z.json,True,257a0b03ab3da50f4c165cf69e0bc08446df764311963be789c9b6848ba0c718,257a0b03ab3da50f4c165cf69e0bc08446df764311963be789c9b6848ba0c718,True,1,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T172756Z.json,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T20:07:33Z,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T200733Z.json,True,5209cde89cc90074b18c0e9f5928f35d643deea8b7b2aaf5497aa6662a8753de,5209cde89cc90074b18c0e9f5928f35d643deea8b7b2aaf5497aa6662a8753de,True,1,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T200733Z.json,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T20:07:33Z,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T200733Z.json,True,6b9e08bad2c3f0243219b45f43332bc0086670241570c1e7cdaa0d52407e7af7,6b9e08bad2c3f0243219b45f43332bc0086670241570c1e7cdaa0d52407e7af7,True,1,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T200733Z.json,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T22:52:57Z,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T225257Z.json,True,55c1ea0bf9207aa094ea88027d17a8d996ee8d8dda65ff222b59653f1158ddd7,55c1ea0bf9207aa094ea88027d17a8d996ee8d8dda65ff222b59653f1158ddd7,True,1,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T225257Z.json,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T22:52:57Z,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T225257Z.json,True,00274d8a69a7e4a4b8359044506cf0d5a2bbcdedbdaed7efc714c557ceb4a948,00274d8a69a7e4a4b8359044506cf0d5a2bbcdedbdaed7efc714c557ceb4a948,True,1,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T225257Z.json,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-29T09:44:56Z,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260429T094456Z.json,True,920f29b19e3dadab908cd422d6c1353684fcf1d619609bb73c1683a8abf99c1d,920f29b19e3dadab908cd422d6c1353684fcf1d619609bb73c1683a8abf99c1d,True,1,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260429T094456Z.json,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-29T09:44:56Z,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260429T094456Z.json,True,40c1e0fa14a20aa07bb0c9e0337c7183e389e33918afe428c886b7b01801b7c1,40c1e0fa14a20aa07bb0c9e0337c7183e389e33918afe428c886b7b01801b7c1,True,1,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260429T094456Z.json,
bench/results/qemu_prompt_bench_dry_run_latest.json,pass,2026-04-29T19:36:20Z,bench/results/qemu_prompt_bench_dry_run_20260429T193620Z.json,True,ee3a2b9016f0ae8d4d244ae36ee504bace11acafea9f6f0b486704ea2743d7eb,ee3a2b9016f0ae8d4d244ae36ee504bace11acafea9f6f0b486704ea2743d7eb,True,11,bench/results/qemu_prompt_bench_dry_run_20260429T193620Z.json,
bench/results/qemu_prompt_bench_latest.json,pass,2026-04-29T23:01:49Z,bench/results/qemu_prompt_bench_20260429T230149Z.json,True,0cbb4e9f14e928f39650def306f5a830b1c5ed601f397e3167f60b28f58009f3,0cbb4e9f14e928f39650def306f5a830b1c5ed601f397e3167f60b28f58009f3,True,69,bench/results/qemu_prompt_bench_dry_run_20260429T193620Z.json,
