source,status,generated_at,filename_stamp,row_count,parsed_row_timestamps,earliest_row_timestamp,latest_row_timestamp,max_row_skew_seconds,min_row_skew_seconds,error
bench/results/qemu_prompt_bench_20260429T012002Z.json,pass,2026-04-29T01:20:02Z,20260429T012002Z,6,6,2026-04-29T01:20:01Z,2026-04-29T01:20:02Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T015022Z.json,pass,2026-04-29T01:50:22Z,20260429T015022Z,4,4,2026-04-29T01:50:22Z,2026-04-29T01:50:22Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T020052Z.json,pass,2026-04-29T02:00:52Z,20260429T020052Z,4,4,2026-04-29T02:00:51Z,2026-04-29T02:00:52Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T024845Z.json,pass,2026-04-29T02:48:45Z,20260429T024845Z,6,6,2026-04-29T02:48:45Z,2026-04-29T02:48:45Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T032337Z.json,pass,2026-04-29T03:23:37Z,20260429T032337Z,6,6,2026-04-29T03:23:37Z,2026-04-29T03:23:37Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T041410Z.json,pass,2026-04-29T04:14:10Z,20260429T041410Z,4,4,2026-04-29T04:14:10Z,2026-04-29T04:14:10Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T060039Z.json,pass,2026-04-29T06:00:39Z,20260429T060039Z,6,6,2026-04-29T06:00:38Z,2026-04-29T06:00:39Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T062942Z.json,pass,2026-04-29T06:29:42Z,20260429T062942Z,2,2,2026-04-29T06:29:42Z,2026-04-29T06:29:42Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T065359Z.json,pass,2026-04-29T06:53:59Z,20260429T065359Z,2,2,2026-04-29T06:53:59Z,2026-04-29T06:53:59Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T102512Z.json,pass,2026-04-29T10:25:12Z,20260429T102512Z,6,6,2026-04-29T10:25:12Z,2026-04-29T10:25:12Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T103312Z.json,pass,2026-04-29T10:33:12Z,20260429T103312Z,2,2,2026-04-29T10:33:11Z,2026-04-29T10:33:11Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T143532Z.json,pass,2026-04-29T14:35:32Z,20260429T143532Z,4,4,2026-04-29T14:35:31Z,2026-04-29T14:35:31Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T153144Z.json,pass,2026-04-29T15:31:44Z,20260429T153144Z,4,4,2026-04-29T15:31:39Z,2026-04-29T15:31:44Z,0.0,-5.0,
bench/results/qemu_prompt_bench_20260429T160551Z.json,pass,2026-04-29T16:05:51Z,20260429T160551Z,4,4,2026-04-29T16:05:50Z,2026-04-29T16:05:51Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T161025Z.json,pass,2026-04-29T16:10:25Z,20260429T161025Z,4,4,2026-04-29T16:10:22Z,2026-04-29T16:10:25Z,0.0,-3.0,
bench/results/qemu_prompt_bench_20260429T170155Z.json,pass,2026-04-29T17:01:55Z,20260429T170155Z,4,4,2026-04-29T17:01:54Z,2026-04-29T17:01:55Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T182259Z.json,pass,2026-04-29T18:22:59Z,20260429T182259Z,4,4,2026-04-29T18:22:59Z,2026-04-29T18:22:59Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T185635Z.json,pass,2026-04-29T18:56:35Z,20260429T185635Z,4,4,2026-04-29T18:56:33Z,2026-04-29T18:56:35Z,0.0,-2.0,
bench/results/qemu_prompt_bench_20260429T193606Z.json,pass,2026-04-29T19:36:06Z,20260429T193606Z,4,4,2026-04-29T19:36:05Z,2026-04-29T19:36:06Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T194305Z.json,pass,2026-04-29T19:43:05Z,20260429T194305Z,4,4,2026-04-29T19:43:05Z,2026-04-29T19:43:05Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T195949Z.json,pass,2026-04-29T19:59:49Z,20260429T195949Z,4,4,2026-04-29T19:59:48Z,2026-04-29T19:59:48Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T200845Z.json,pass,2026-04-29T20:08:45Z,20260429T200845Z,4,4,2026-04-29T20:08:44Z,2026-04-29T20:08:45Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T201750Z.json,pass,2026-04-29T20:17:50Z,20260429T201750Z,4,4,2026-04-29T20:17:50Z,2026-04-29T20:17:50Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T202417Z.json,pass,2026-04-29T20:24:17Z,20260429T202417Z,4,4,2026-04-29T20:24:16Z,2026-04-29T20:24:16Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T203225Z.json,pass,2026-04-29T20:32:25Z,20260429T203225Z,4,4,2026-04-29T20:32:25Z,2026-04-29T20:32:25Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T203914Z.json,pass,2026-04-29T20:39:14Z,20260429T203914Z,4,4,2026-04-29T20:39:14Z,2026-04-29T20:39:14Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T230149Z.json,pass,2026-04-29T23:01:49Z,20260429T230149Z,4,4,2026-04-29T23:01:48Z,2026-04-29T23:01:49Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260501T171635Z.json,pass,2026-05-01T17:16:35Z,20260501T171635Z,4,4,2026-05-01T17:16:33Z,2026-05-01T17:16:35Z,0.0,-2.0,
bench/results/qemu_prompt_bench_latest.json,pass,2026-05-01T17:16:35Z,,4,4,2026-05-01T17:16:33Z,2026-05-01T17:16:35Z,0.0,-2.0,
